"proyecto" "folioviv" "foliohog" "numren" "conyu" "inglab" "pea" "c_ocupa" "sector_act" "ocup_16omas" "ocup" "trab_formal" "pering" "asis_esc" "años_escolaridad" "preslab" "jub" "factor" "habl_ind" "edo_civ" "pob_ind" "tam_loc" "ic_rezedu" "ic_asalud" "ic_segsoc" "ic_cv" "ic_sbv" "ic_ali" "ictpc" "sexo" "edad" "ictpc2" "mun" "ayuotr" "bengob" "est_calidad_vivienda" "actcom" "tdep" "remesas" "rururb" "bienes" "jsexo" "jedad" "pcpering" "pcocup" "jaesc" "clase_hog" "jnived"
2 151204 0 5 0 0 3 6 5 0 0 4 1 1 9 NA 0 881 0 6 0 1 0 0 1 1 0 0 558.3558 0 17 558.3558 33 0 1 1 3 0 0 0 5 0 55 60 20 6 2 4
2 151205 0 1 0 6356.9253 1 1 2 1 1 NA 1 2 9 0 0 881 0 2 0 1 0 1 1 0 0 0 1240.0988 1 42 1240.0988 33 0 0 3 4 0.4 0 0 11 1 42 28.57143 28.57143 9 3 6
2 151205 0 2 1 0 1 3 2 1 1 NA 0 2 6 0 0 881 0 2 0 1 0 1 1 0 0 0 1240.0988 0 43 1240.0988 33 0 0 3 4 0.4 0 0 11 1 42 28.57143 28.57143 9 3 6
2 151205 0 3 0 NA 2 5 4 0 0 3 0 2 12 NA 0 881 0 6 0 1 0 1 1 0 0 0 1240.0988 0 18 1240.0988 33 0 0 3 4 0.4 0 0 11 1 42 28.57143 28.57143 9 3 6
2 151205 0 4 0 NA 3 6 5 0 0 4 0 1 10 NA 0 881 0 6 0 1 0 1 1 0 0 0 1240.0988 1 17 1240.0988 33 0 0 3 4 0.4 0 0 11 1 42 28.57143 28.57143 9 3 6
2 151205 0 5 0 NA 4 7 6 0 0 5 0 1 9 NA 0 881 0 6 0 1 0 1 1 0 0 0 1240.0988 1 15 1240.0988 33 0 0 3 4 0.4 0 0 11 1 42 28.57143 28.57143 9 3 6
2 151205 0 6 0 0 3 6 5 0 0 4 1 2 6 NA 1 881 0 2 0 1 0 0 0 0 0 0 1240.0988 1 68 1240.0988 33 0 0 3 4 0.4 0 0 11 1 42 28.57143 28.57143 9 3 6
2 151205 0 7 0 NA 3 6 5 0 0 4 0 2 6 NA 0 881 0 2 0 1 0 0 0 0 0 0 1240.0988 0 64 1240.0988 33 0 0 3 4 0.4 0 0 11 1 42 28.57143 28.57143 9 3 6
2 151206 0 1 0 2403.2019 1 4 3 1 1 NA 1 2 7 0 0 1222 0 1 0 1 0 1 1 0 0 1 1208.2463 1 55 1208.2463 33 0 0 2 1 0 0 0 6 1 55 50 50 7 2 5
2 151206 0 2 1 NA 3 6 5 0 0 4 0 2 0 NA 0 1222 0 1 0 1 1 1 1 0 0 1 1208.2463 0 52 1208.2463 33 0 0 2 1 0 0 0 6 1 55 50 50 7 2 5
2 151207 0 1 0 7063.809 1 3 3 1 1 1 1 2 8 1 0 1222 0 2 0 1 1 0 0 0 0 0 3201.7863 1 23 3201.7863 33 0 0 4 1 0.5 0 0 10 1 23 33.33334 33.33334 8 2 5
2 151207 0 2 1 NA 3 6 5 0 0 4 0 2 7 NA 0 1222 0 2 0 1 1 0 0 0 0 0 3201.7863 0 20 3201.7863 33 0 0 4 1 0.5 0 0 10 1 23 33.33334 33.33334 8 2 5
2 151208 0 1 0 4432.7246 1 3 3 1 1 NA 1 2 6 0 0 1222 0 5 0 1 0 1 1 0 0 1 2912.1876 0 30 2912.1876 33 0 0 4 1 1 0 0 10 0 30 50 50 6 2 4
2 151208 0 2 0 NA 4 7 6 0 0 5 0 1 9 NA 0 1222 0 6 0 1 0 1 1 0 0 1 2912.1876 0 15 2912.1876 33 0 0 4 1 1 0 0 10 0 30 50 50 6 2 4
2 151209 0 1 0 3459.0061 1 2 2 1 1 NA 1 2 8 0 0 1222 0 1 0 1 0 0 1 0 0 0 3309.1453 1 52 3309.1453 33 0 0 3 2 0.25 0 0 12 1 52 60 60 8 2 5
2 151209 0 2 1 NA 3 6 5 0 0 4 0 2 6 NA 0 1222 0 1 0 1 0 0 0 0 0 0 3309.1453 0 50 3309.1453 33 0 0 3 2 0.25 0 0 12 1 52 60 60 8 2 5
2 151209 0 3 0 3604.8029 1 4 3 1 1 NA 1 2 16 0 0 1222 0 6 0 1 0 1 1 0 0 0 3309.1453 1 26 3309.1453 33 0 0 3 2 0.25 0 0 12 1 52 60 60 8 2 5
2 151209 0 4 0 8435.2345 1 4 3 1 1 1 1 2 16 1 0 1222 0 6 0 1 0 0 0 0 0 0 3309.1453 1 24 3309.1453 33 0 0 3 2 0.25 0 0 12 1 52 60 60 8 2 5
2 151209 0 5 0 NA 4 7 6 0 0 5 0 1 7 NA 0 1222 0 6 0 1 0 0 0 0 0 0 3309.1453 1 13 3309.1453 33 0 0 3 2 0.25 0 0 12 1 52 60 60 8 2 5
2 151210 0 1 0 3604.8029 1 3 3 1 1 NA 1 2 8 0 0 1222 0 6 0 1 0 1 1 0 0 0 2985.2845 0 43 2985.2845 33 0 0 4 1 0.5 0 0 10 0 43 66.66667 66.66667 8 3 5
2 151210 0 2 0 2062.8963 1 3 3 1 1 NA 1 2 4 0 0 1222 0 5 0 1 1 1 1 0 0 0 2985.2845 1 64 2985.2845 33 0 0 4 1 0.5 0 0 10 0 43 66.66667 66.66667 8 3 5
2 151210 0 3 0 NA 4 7 6 0 0 5 0 1 0 NA 0 1222 0 NA 0 1 0 0 1 0 0 0 2985.2845 0 6 2985.2845 33 0 0 4 1 0.5 0 0 10 0 43 66.66667 66.66667 8 3 5
2 151211 0 1 0 11017.7 1 3 3 1 1 NA 1 2 9 0 0 1377 0 2 0 1 0 1 1 0 0 1 3116.0889 1 30 3116.0889 33 0 0 4 4 1.5 0 0 14 1 30 40 40 9 2 6
2 151211 0 2 1 1069.6293 1 3 3 1 1 NA 1 2 8 0 0 1377 0 2 0 1 0 1 1 0 0 1 3116.0889 0 34 3116.0889 33 0 0 4 4 1.5 0 0 14 1 30 40 40 9 2 6
2 151211 0 3 0 NA 4 7 6 0 0 5 0 1 9 NA 0 1377 0 6 0 1 0 1 1 0 0 1 3116.0889 0 15 3116.0889 33 0 0 4 4 1.5 0 0 14 1 30 40 40 9 2 6
2 151211 0 4 0 NA 4 7 6 0 0 5 0 1 0 NA 0 1377 0 NA 0 1 0 1 1 0 0 1 3116.0889 0 5 3116.0889 33 0 0 4 4 1.5 0 0 14 1 30 40 40 9 2 6
2 151212 0 1 0 2596.0747 1 3 3 1 1 NA 1 2 9 0 0 1377 0 6 0 1 0 1 1 0 0 0 3529.9108 0 49 3529.9108 33 1 0 2 2 0 0 0 9 0 49 100 50 9 2 6
2 151212 0 2 0 2335.7728 3 6 5 0 0 4 1 1 9 NA 0 1377 0 6 0 1 0 1 1 0 0 0 3529.9108 0 21 3529.9108 33 1 0 2 2 0 0 0 9 0 49 100 50 9 2 6
2 151213 0 1 0 4452.8858 1 3 3 1 1 NA 1 2 12 0 0 1377 0 6 0 1 0 1 1 0 0 0 2125.549 1 39 2125.549 33 0 0 4 2 2 0 0 11 1 39 66.66667 33.33334 12 3 6
2 151213 0 2 0 0 3 6 5 0 0 4 1 2 9 NA 1 1377 0 2 0 1 0 0 0 0 0 0 2125.549 0 71 2125.549 33 0 0 4 2 2 0 0 11 1 39 66.66667 33.33334 12 3 6
2 151213 0 3 0 NA 3 6 5 0 0 4 0 2 16 NA 0 1377 0 2 0 1 0 0 0 0 0 0 2125.549 1 71 2125.549 33 0 0 4 2 2 0 0 11 1 39 66.66667 33.33334 12 3 6
2 151214 0 1 0 102.95182 1 3 3 1 1 NA 1 2 0 0 0 1377 0 3 0 1 1 0 0 0 0 0 3146.9984 0 56 3146.9984 33 0 0 2 2 0 1 0 11 0 56 50 50 0 2 1
2 151214 0 2 0 NA 3 6 5 0 0 4 0 2 9 NA 0 1377 0 6 0 1 0 0 0 0 0 0 3146.9984 0 21 3146.9984 33 0 0 2 2 0 1 0 11 0 56 50 50 0 2 1
2 151216 0 1 0 1853.3991 1 1 2 1 1 NA 1 2 2 0 0 1241 0 2 0 1 1 0 0 0 0 0 1480.6792 1 65 1480.6792 33 1 0 4 1 1 0 0 10 1 65 50 50 2 2 3
2 151216 0 2 1 NA 3 6 5 0 0 4 0 2 0 NA 0 1241 0 2 0 1 1 0 0 0 0 0 1480.6792 0 63 1480.6792 33 1 0 4 1 1 0 0 10 1 65 50 50 2 2 3
2 151219 0 1 0 2002.6683 1 3 3 1 1 NA 1 2 3 0 0 1241 1 5 1 1 1 1 1 0 0 0 923.41629 0 49 923.41629 33 0 0 2 1 1 0 0 9 0 49 33.33334 33.33334 3 3 3
2 151219 0 2 0 2002.6683 1 3 3 1 1 NA 1 2 9 0 0 1241 0 6 1 1 0 1 1 0 0 0 923.41629 1 20 923.41629 33 0 0 2 1 1 0 0 9 0 49 33.33334 33.33334 3 3 3
2 151219 0 3 0 NA 2 5 4 0 0 3 0 2 7 NA 0 1241 0 6 1 1 1 1 1 0 0 0 923.41629 1 18 923.41629 33 0 0 2 1 1 0 0 9 0 49 33.33334 33.33334 3 3 3
2 151219 0 4 0 NA 4 7 6 0 0 5 0 1 2 NA 0 1241 0 NA 1 1 0 1 1 0 0 0 923.41629 0 9 923.41629 33 0 0 2 1 1 0 0 9 0 49 33.33334 33.33334 3 3 3
2 151219 0 5 0 NA 3 6 5 0 0 4 0 2 0 NA 0 1241 1 2 1 1 1 0 0 0 0 0 923.41629 1 70 923.41629 33 0 0 2 1 1 0 0 9 0 49 33.33334 33.33334 3 3 3
2 151219 0 6 0 NA 3 6 5 0 0 4 0 2 0 NA 0 1241 1 2 1 1 1 0 0 0 0 0 923.41629 0 68 923.41629 33 0 0 2 1 1 0 0 9 0 49 33.33334 33.33334 3 3 3
2 151220 0 1 0 4200.6348 1 3 3 1 1 1 1 2 3 1 0 1241 0 6 0 1 1 0 0 0 0 1 861.92834 0 28 861.92834 33 1 0 2 1 1 0 0 4 0 28 33.33334 16.66667 3 3 3
2 151220 0 2 0 NA 4 7 6 0 0 5 0 1 0 NA 0 1241 0 NA 0 1 0 0 0 0 0 1 861.92834 0 6 861.92834 33 1 0 2 1 1 0 0 4 0 28 33.33334 16.66667 3 3 3
2 151220 0 3 0 NA 4 7 6 0 0 5 0 1 4 NA 0 1241 0 NA 0 1 0 0 0 0 0 1 861.92834 1 10 861.92834 33 1 0 2 1 1 0 0 4 0 28 33.33334 16.66667 3 3 3
2 151220 0 4 0 0 3 6 5 0 0 4 1 2 3 NA 0 1241 0 5 0 1 1 0 0 0 0 1 861.92834 0 65 861.92834 33 1 0 2 1 1 0 0 4 0 28 33.33334 16.66667 3 3 3
2 151220 0 5 0 NA 3 6 5 0 0 4 0 2 0 NA 0 1241 0 6 0 1 1 1 1 0 0 1 861.92834 0 42 861.92834 33 1 0 2 1 1 0 0 4 0 28 33.33334 16.66667 3 3 3
2 151220 0 6 0 NA 3 6 5 0 0 4 0 2 0 NA 0 1241 0 6 0 1 1 1 1 0 0 1 861.92834 0 26 861.92834 33 1 0 2 1 1 0 0 4 0 28 33.33334 16.66667 3 3 3
2 151221 0 1 0 1930.4113 1 3 3 1 1 1 1 2 6 1 0 1274 0 2 0 1 0 0 0 0 0 1 562.32671 1 40 562.32671 33 0 0 4 0 1 0 0 3 1 40 25 25 6 2 4
2 151221 0 2 1 NA 3 6 5 0 0 4 0 2 6 NA 0 1274 0 2 0 1 0 0 0 0 0 1 562.32671 0 39 562.32671 33 0 0 4 0 1 0 0 3 1 40 25 25 6 2 4
2 151221 0 3 0 NA 4 7 6 0 0 5 0 2 9 NA 0 1274 0 6 0 1 0 0 0 0 0 1 562.32671 0 15 562.32671 33 0 0 4 0 1 0 0 3 1 40 25 25 6 2 4
2 151221 0 4 0 NA 4 7 6 0 0 5 0 1 5 NA 0 1274 0 NA 0 1 0 0 0 0 0 1 562.32671 1 10 562.32671 33 0 0 4 0 1 0 0 3 1 40 25 25 6 2 4
2 151222 0 1 0 46.011439 1 3 3 1 1 NA 1 2 9 0 0 1274 0 3 0 1 0 1 1 0 0 1 395.05353 0 39 395.05353 33 1 0 4 4 0.3333333 0 0 12 0 39 50 50 9 2 6
2 151222 0 2 0 752.37342 1 3 3 1 1 NA 1 2 12 0 0 1274 0 6 0 1 0 1 1 0 0 1 395.05353 1 18 395.05353 33 1 0 4 4 0.3333333 0 0 12 0 39 50 50 9 2 6
2 151222 0 3 0 NA 3 6 5 0 0 4 0 1 10 NA 0 1274 0 6 0 1 0 0 1 0 0 1 395.05353 0 16 395.05353 33 1 0 4 4 0.3333333 0 0 12 0 39 50 50 9 2 6
2 151222 0 4 0 NA 4 7 6 0 0 5 0 1 4 NA 0 1274 0 NA 0 1 0 0 1 0 0 1 395.05353 0 9 395.05353 33 1 0 4 4 0.3333333 0 0 12 0 39 50 50 9 2 6
2 151223 0 1 0 3204.2692 1 2 2 1 1 NA 1 2 9 0 0 1274 0 6 0 1 0 1 1 0 0 0 2568.3333 1 42 2568.3333 33 0 0 3 2 0 0 0 11 1 42 100 100 9 3 6
2 151223 0 2 0 1468.431 1 3 3 1 1 NA 1 2 3 0 0 1274 0 6 0 1 1 0 1 0 0 0 2568.3333 0 51 2568.3333 33 0 0 3 2 0 0 0 11 1 42 100 100 9 3 6
2 151223 0 3 0 2579.3853 1 3 3 1 1 NA 1 2 9 0 0 1274 0 6 0 1 0 1 1 0 0 0 2568.3333 1 20 2568.3333 33 0 0 3 2 0 0 0 11 1 42 100 100 9 3 6
2 151224 0 1 0 18509.189 1 4 3 1 1 NA 1 2 16 0 0 1274 0 2 0 1 0 0 0 0 0 0 10090.417 1 44 10090.417 33 0 0 3 4 0.3333333 0 0 14 1 44 75 75 16 2 10
2 151224 0 2 1 12451.839 1 4 3 1 1 1 1 2 16 1 0 1274 0 2 0 1 0 0 0 0 0 0 10090.417 0 50 10090.417 33 0 0 3 4 0.3333333 0 0 14 1 44 75 75 16 2 10
2 151224 0 3 0 346.42282 1 3 3 1 1 NA 1 1 11 0 0 1274 0 6 0 1 0 0 0 0 0 0 10090.417 0 16 10090.417 33 0 0 3 4 0.3333333 0 0 14 1 44 75 75 16 2 10
2 151224 0 4 0 NA 4 7 6 0 0 5 0 1 10 NA 0 1274 0 6 0 1 0 0 0 0 0 0 10090.417 1 15 10090.417 33 0 0 3 4 0.3333333 0 0 14 1 44 75 75 16 2 10
2 151225 0 1 0 3204.2692 1 1 2 1 1 NA 1 2 2 0 0 1274 0 1 0 1 1 1 1 1 0 1 1349.244 1 41 1349.244 33 0 0 2 1 0.2 0 0 4 1 41 50 50 2 3 3
2 151225 0 2 1 2002.6683 1 3 3 1 1 NA 1 2 0 0 0 1274 0 1 0 1 1 1 1 1 0 1 1349.244 0 41 1349.244 33 0 0 2 1 0.2 0 0 4 1 41 50 50 2 3 3
2 151225 0 3 0 NA 2 5 4 0 0 3 0 2 9 NA 0 1274 0 6 0 1 0 1 1 1 0 1 1349.244 0 20 1349.244 33 0 0 2 1 0.2 0 0 4 1 41 50 50 2 3 3
2 151225 0 4 0 NA 3 6 5 0 0 4 0 1 9 NA 0 1274 0 6 0 1 0 0 1 1 0 1 1349.244 0 18 1349.244 33 0 0 2 1 0.2 0 0 4 1 41 50 50 2 3 3
2 151225 0 6 0 1801.8835 1 3 2 1 1 NA 1 2 4 0 0 1274 0 6 0 1 1 1 1 1 0 1 1349.244 1 48 1349.244 33 0 0 2 1 0.2 0 0 4 1 41 50 50 2 3 3
2 152173 0 1 0 0 3 6 5 0 0 4 1 2 6 NA 1 860 0 2 0 1 0 0 0 0 0 0 2303.7048 1 75 2303.7048 33 1 0 3 2 1 0 0 11 1 75 75 50 6 3 4
2 152173 0 2 1 5489.9325 1 3 3 1 1 NA 1 2 3 0 0 860 0 2 0 1 1 0 0 0 0 0 2303.7048 1 53 2303.7048 33 1 0 3 2 1 0 0 11 1 75 75 50 6 3 4
2 152173 0 3 0 0 1 3 3 1 1 NA 0 2 12 0 0 860 0 4 0 1 0 0 0 0 0 0 2303.7048 0 27 2303.7048 33 1 0 3 2 1 0 0 11 1 75 75 50 6 3 4
2 152174 0 1 0 2001.937 1 3 2 1 1 NA 1 2 3 0 1 860 0 2 0 1 1 0 0 0 0 0 1744.0885 1 52 1744.0885 33 0 0 3 1 0.3333333 0 0 8 1 52 75 75 3 2 3
2 152174 0 2 1 767.40521 1 3 3 1 1 NA 1 2 3 0 0 860 0 2 0 1 1 0 0 0 0 0 1744.0885 0 50 1744.0885 33 0 0 3 1 0.3333333 0 0 8 1 52 75 75 3 2 3
2 152174 0 3 0 NA 3 6 5 0 0 4 0 1 11 NA 0 860 0 6 0 1 0 0 0 0 0 0 1744.0885 0 17 1744.0885 33 0 0 3 1 0.3333333 0 0 8 1 52 75 75 3 2 3
2 152174 0 4 0 767.44148 4 7 6 0 1 5 1 1 9 0 0 860 0 6 0 1 0 0 0 0 0 0 1744.0885 1 15 1744.0885 33 0 0 3 1 0.3333333 0 0 8 1 52 75 75 3 2 3
2 152174 1 1 0 3333.9042 1 3 3 1 1 NA 1 2 14 0 0 860 0 2 0 1 0 1 1 0 0 0 2335.2309 1 36 2335.2309 33 0 0 3 1 0 0 0 8 1 36 50 50 14 2 9
2 152174 1 2 1 NA 3 6 5 0 0 4 0 2 15 NA 0 860 0 2 0 1 0 1 1 0 0 0 2335.2309 0 32 2335.2309 33 0 0 3 1 0 0 0 8 1 36 50 50 14 2 9
2 152175 0 1 0 4427.346 1 3 3 1 1 1 1 2 0 1 0 860 0 2 0 1 1 0 0 0 0 0 4363.5723 1 58 4363.5723 33 0 0 4 3 0.2 0 0 12 1 58 66.66667 50 0 3 1
2 152175 0 2 1 0 3 6 5 0 0 4 0 2 0 NA 0 860 0 2 0 1 1 0 0 0 0 0 4363.5723 0 54 4363.5723 33 0 0 4 3 0.2 0 0 12 1 58 66.66667 50 0 3 1
2 152175 0 3 0 3701.0289 1 4 3 1 1 1 1 2 16 1 0 860 0 6 0 1 0 0 0 0 0 0 4363.5723 0 31 4363.5723 33 0 0 4 3 0.2 0 0 12 1 58 66.66667 50 0 3 1
2 152175 0 4 0 434.04548 1 1 2 1 1 NA 1 1 15 0 0 860 0 2 0 1 0 1 1 0 0 0 4363.5723 0 28 4363.5723 33 0 0 4 3 0.2 0 0 12 1 58 66.66667 50 0 3 1
2 152175 0 5 0 0 2 5 4 0 0 3 1 2 16 NA 0 860 0 2 0 1 0 1 1 0 0 0 4363.5723 1 38 4363.5723 33 0 0 4 3 0.2 0 0 12 1 58 66.66667 50 0 3 1
2 152176 0 1 0 28033.769 1 4 3 1 1 NA 1 2 8 0 0 860 0 2 0 1 0 1 1 1 0 0 6809.383 1 51 6809.383 33 0 0 1 1 0.75 0 0 9 1 51 57.14286 57.14286 8 3 5
2 152176 0 2 1 3903.7772 1 3 3 1 1 NA 1 2 8 0 0 860 0 2 0 1 0 1 1 1 0 0 6809.383 0 47 6809.383 33 0 0 1 1 0.75 0 0 9 1 51 57.14286 57.14286 8 3 5
2 152176 0 3 0 4804.6489 1 3 3 1 1 NA 1 2 9 0 0 860 0 6 0 1 0 1 1 1 0 0 6809.383 1 23 6809.383 33 0 0 1 1 0.75 0 0 9 1 51 57.14286 57.14286 8 3 5
2 152176 0 4 0 4003.8741 1 3 3 1 1 NA 1 2 9 0 0 860 0 6 0 1 0 0 1 1 0 0 6809.383 0 28 6809.383 33 0 0 1 1 0.75 0 0 9 1 51 57.14286 57.14286 8 3 5
2 152176 0 5 0 NA 4 7 6 0 0 5 0 1 4 NA 0 860 0 NA 0 1 0 0 1 1 0 0 6809.383 0 10 6809.383 33 0 0 1 1 0.75 0 0 9 1 51 57.14286 57.14286 8 3 5
2 152176 0 6 0 NA 4 7 6 0 0 5 0 1 0 NA 0 860 0 NA 0 1 0 0 1 1 0 0 6809.383 1 5 6809.383 33 0 0 1 1 0.75 0 0 9 1 51 57.14286 57.14286 8 3 5
2 152178 0 1 0 0 3 6 5 0 0 4 1 2 4 NA 1 1261 0 5 0 1 1 0 0 0 0 0 2981.801 0 69 2981.801 33 1 0 4 1 0 0 0 10 0 69 100 0 NA 1 3
2 152179 0 1 0 10009.685 1 4 2 1 1 NA 1 2 17 0 0 1261 0 2 0 1 0 1 1 0 0 1 3292.8904 1 53 3292.8904 33 0 0 4 4 0 0 0 14 1 53 100 75 17 2 10
2 152179 0 2 1 0 3 6 5 0 0 4 1 2 9 NA 0 1261 0 2 0 1 0 0 0 0 0 1 3292.8904 0 51 3292.8904 33 0 0 4 4 0 0 0 14 1 53 100 75 17 2 10
2 152179 0 3 0 2202.0879 1 3 3 1 1 1 1 2 12 0 0 1261 0 6 0 1 0 0 1 0 0 1 3292.8904 1 27 3292.8904 33 0 0 4 4 0 0 0 14 1 53 100 75 17 2 10
2 152179 0 4 0 186.66667 1 3 3 1 1 NA 1 2 10 0 0 1261 0 6 0 1 0 1 1 0 0 1 3292.8904 1 26 3292.8904 33 0 0 4 4 0 0 0 14 1 53 100 75 17 2 10
2 152180 0 1 0 0 3 6 5 0 0 4 1 2 16 NA 1 1261 0 2 0 1 0 0 0 0 0 0 3270.9518 1 60 3270.9518 33 0 0 4 4 0 0 0 15 1 60 75 50 16 2 10
2 152180 0 2 1 NA 3 6 5 0 0 4 0 2 12 NA 0 1261 0 2 0 1 0 0 0 0 0 0 3270.9518 0 54 3270.9518 33 0 0 4 4 0 0 0 15 1 60 75 50 16 2 10
2 152180 0 3 0 6005.4675 1 3 3 1 1 NA 1 2 12 0 0 1261 0 6 0 1 0 1 1 0 0 0 3270.9518 1 61 3270.9518 33 0 0 4 4 0 0 0 15 1 60 75 50 16 2 10
2 152180 0 4 0 5004.5562 1 4 3 1 1 NA 1 2 16 0 0 1261 0 6 0 1 0 1 1 0 0 0 3270.9518 1 22 3270.9518 33 0 0 4 4 0 0 0 15 1 60 75 50 16 2 10
2 152181 0 1 0 0 3 6 5 0 0 4 1 2 12 NA 1 1261 0 2 0 1 0 0 0 0 0 0 3522.5216 1 73 3522.5216 33 0 0 4 4 0 0 0 14 1 73 50 0 12 2 8
2 152181 0 2 1 NA 3 6 5 0 0 4 0 2 12 NA 0 1261 0 2 0 1 0 0 0 0 0 0 3522.5216 0 67 3522.5216 33 0 0 4 4 0 0 0 14 1 73 50 0 12 2 8
2 152182 0 1 0 0 3 6 5 0 0 4 1 2 6 NA 0 1261 0 2 0 1 0 0 1 0 0 0 1129.8102 1 66 1129.8102 33 1 0 4 1 1 0 0 10 1 66 75 50 6 3 4
2 152182 0 2 1 133.79734 1 3 3 1 1 NA 1 2 3 0 0 1261 0 2 0 1 1 0 0 0 0 0 1129.8102 0 62 1129.8102 33 1 0 4 1 1 0 0 10 1 66 75 50 6 3 4
2 152182 0 3 0 2269.2739 1 3 3 1 1 NA 1 1 12 0 0 1261 0 3 0 1 0 0 1 0 0 0 1129.8102 0 29 1129.8102 33 1 0 4 1 1 0 0 10 1 66 75 50 6 3 4
2 152182 0 4 0 NA 4 7 6 0 0 5 0 1 0 NA 0 1261 0 NA 0 1 0 0 0 0 0 0 1129.8102 0 6 1129.8102 33 1 0 4 1 1 0 0 10 1 66 75 50 6 3 4
2 152183 0 1 0 0 3 6 5 0 0 4 1 2 16 NA 1 1183 0 6 0 1 0 0 0 0 0 0 3806.3746 0 66 3806.3746 33 1 0 4 1 1 0 0 12 0 66 100 0 16 3 10
2 152183 0 2 0 0 3 6 5 0 0 4 1 2 9 NA 0 1183 0 5 0 1 0 0 0 0 0 0 3806.3746 0 62 3806.3746 33 1 0 4 1 1 0 0 12 0 66 100 0 16 3 10
2 152184 0 1 0 8964.1075 1 4 3 1 1 1 1 2 12 1 0 1183 0 2 0 1 0 0 0 1 0 0 2306.1382 1 48 2306.1382 33 0 0 1 2 0 0 0 13 1 48 25 25 12 2 6
2 152184 0 2 1 NA 3 6 5 0 0 4 0 2 12 NA 0 1183 0 2 0 1 0 0 0 1 0 0 2306.1382 0 47 2306.1382 33 0 0 1 2 0 0 0 13 1 48 25 25 12 2 6
2 152184 0 3 0 NA 3 6 5 0 0 4 0 1 12 NA 0 1183 0 6 0 1 0 0 0 1 0 0 2306.1382 1 24 2306.1382 33 0 0 1 2 0 0 0 13 1 48 25 25 12 2 6
2 152184 0 4 0 NA 3 6 5 0 0 4 0 1 11 NA 0 1183 0 6 0 1 0 0 0 1 0 0 2306.1382 1 23 2306.1382 33 0 0 1 2 0 0 0 13 1 48 25 25 12 2 6
2 152185 0 1 0 8941.6309 1 4 3 1 1 1 1 1 19 1 0 1183 0 1 0 1 0 0 0 0 0 0 2949.8062 1 44 2949.8062 33 0 1 4 3 0.3333333 0 0 14 1 44 100 50 19 2 11
2 152185 0 2 1 410.81584 1 3 3 1 1 NA 1 2 8 0 0 1183 0 1 0 1 0 0 0 0 0 0 2949.8062 0 43 2949.8062 33 0 1 4 3 0.3333333 0 0 14 1 44 100 50 19 2 11
2 152185 0 3 0 120.11622 3 6 5 0 0 4 1 1 12 NA 0 1183 0 6 0 1 0 0 0 0 0 0 2949.8062 0 20 2949.8062 33 0 1 4 3 0.3333333 0 0 14 1 44 100 50 19 2 11
2 152185 0 4 0 0 4 7 6 0 0 5 1 1 8 NA 0 1183 0 6 0 1 0 0 0 0 0 0 2949.8062 0 13 2949.8062 33 0 1 4 3 0.3333333 0 0 14 1 44 100 50 19 2 11
2 152186 0 1 0 7807.7743 1 4 3 1 1 NA 1 2 6 0 0 1183 0 3 0 1 0 1 1 0 0 0 5122.7397 1 42 5122.7397 33 1 0 4 3 0 0 0 13 1 42 66.66667 33.33334 6 2 4
2 152186 0 2 0 NA 3 6 5 0 0 4 0 2 15 NA 0 1183 0 6 0 1 0 1 1 0 0 0 5122.7397 0 22 5122.7397 33 1 0 4 3 0 0 0 13 1 42 66.66667 33.33334 6 2 4
2 152186 0 3 0 0 3 6 5 0 0 4 1 1 15 NA 0 1183 0 6 0 1 0 1 1 0 0 0 5122.7397 1 20 5122.7397 33 1 0 4 3 0 0 0 13 1 42 66.66667 33.33334 6 2 4
2 152187 0 1 0 49279.849 1 4 3 1 1 1 1 1 14 1 0 1183 0 2 0 1 0 0 0 0 0 0 20513.991 1 40 20513.991 33 0 0 4 4 1.5 0 0 14 1 40 60 40 14 3 9
2 152187 0 2 1 42292.557 1 4 3 1 1 1 1 2 16 1 0 1183 0 2 0 1 0 0 0 0 0 0 20513.991 0 33 20513.991 33 0 0 4 4 1.5 0 0 14 1 40 60 40 14 3 9
2 152187 0 3 0 NA 3 6 5 0 0 4 0 2 0 NA 0 1183 0 2 0 1 1 0 0 0 0 0 20513.991 1 87 20513.991 33 0 0 4 4 1.5 0 0 14 1 40 60 40 14 3 9
2 152187 0 4 0 0 3 6 5 0 0 4 1 2 2 NA 0 1183 0 2 0 1 1 0 0 0 0 0 20513.991 0 80 20513.991 33 0 0 4 4 1.5 0 0 14 1 40 60 40 14 3 9
2 152187 0 5 0 NA 4 7 6 0 0 5 0 1 0 NA 0 1183 0 NA 0 1 0 0 0 0 0 0 20513.991 1 4 20513.991 33 0 0 4 4 1.5 0 0 14 1 40 60 40 14 3 9
2 152188 0 1 0 10645.055 1 3 3 1 1 NA 1 2 14 0 0 965 0 2 0 1 0 1 1 0 0 0 5351.9632 1 43 5351.9632 33 0 0 4 4 0 0 0 12 1 43 50 50 14 2 9
2 152188 0 2 1 NA 3 6 5 0 0 4 0 2 17 NA 0 965 0 2 0 1 0 1 1 0 0 0 5351.9632 0 40 5351.9632 33 0 0 4 4 0 0 0 12 1 43 50 50 14 2 9
2 152189 0 1 0 3918.9223 1 3 3 1 1 NA 1 2 12 0 0 965 0 2 0 1 0 1 1 0 0 1 3256.3468 1 42 3256.3468 33 0 0 4 4 1 0 0 14 1 42 50 50 12 2 8
