"proyecto" "folioviv" "foliohog" "numren" "conyu" "inglab" "pea" "c_ocupa" "sector_act" "ocup_16omas" "ocup" "trab_formal" "pering" "asis_esc" "años_escolaridad" "preslab" "jub" "factor" "habl_ind" "edo_civ" "pob_ind" "tam_loc" "ic_rezedu" "ic_asalud" "ic_segsoc" "ic_cv" "ic_sbv" "ic_ali" "ictpc" "sexo" "edad" "ictpc2" "mun" "ayuotr" "bengob" "est_calidad_vivienda" "actcom" "tdep" "remesas" "rururb" "bienes" "jsexo" "jedad" "pcpering" "pcocup" "jaesc" "clase_hog" "jnived"
2 154242 0 1 0 4003.8741 1 3 3 1 1 NA 1 2 9 0 0 1179 0 2 0 1 0 1 1 0 0 1 1169.2983 1 46 1169.2983 58 0 0 2 1 0.2 0 0 10 1 46 50 50 9 3 6
2 154242 0 2 1 NA 3 6 5 0 0 4 0 2 12 NA 0 1179 0 2 0 1 0 0 1 0 0 1 1169.2983 0 46 1169.2983 58 0 0 2 1 0.2 0 0 10 1 46 50 50 9 3 6
2 154242 0 3 0 1034.5751 1 4 3 1 1 1 1 1 12 0 0 1179 0 2 0 1 0 0 1 0 0 1 1169.2983 1 22 1169.2983 58 0 0 2 1 0.2 0 0 10 1 46 50 50 9 3 6
2 154242 0 4 0 NA 3 6 5 0 0 4 0 2 9 NA 0 1179 0 2 0 1 0 0 0 0 0 1 1169.2983 0 21 1169.2983 58 0 0 2 1 0.2 0 0 10 1 46 50 50 9 3 6
2 154242 0 5 0 1517.7683 1 4 3 1 1 1 1 1 12 0 0 1179 0 6 0 1 0 0 1 0 0 1 1169.2983 1 20 1169.2983 58 0 0 2 1 0.2 0 0 10 1 46 50 50 9 3 6
2 154242 0 6 0 NA 4 7 6 0 0 5 0 1 6 NA 0 1179 0 6 0 1 0 1 1 0 0 1 1169.2983 1 12 1169.2983 58 0 0 2 1 0.2 0 0 10 1 46 50 50 9 3 6
2 154244 0 1 0 4580.6992 1 2 3 1 1 NA 1 2 9 0 0 1179 0 1 0 1 0 1 1 0 0 0 1094.9298 1 36 1094.9298 58 0 1 2 1 0.6666667 0 0 7 1 36 40 20 9 3 6
2 154244 0 2 0 NA 3 6 5 0 0 4 0 2 2 NA 0 1179 0 5 0 1 1 1 1 0 0 0 1094.9298 0 60 1094.9298 58 0 1 2 1 0.6666667 0 0 7 1 36 40 20 9 3 6
2 154244 0 3 1 0 3 6 5 0 0 4 1 2 9 NA 0 1179 1 1 0 1 0 1 1 0 0 0 1094.9298 0 36 1094.9298 58 0 1 2 1 0.6666667 0 0 7 1 36 40 20 9 3 6
2 154244 0 4 0 NA 4 7 6 0 0 5 0 1 7 NA 0 1179 0 6 0 1 0 1 1 0 0 0 1094.9298 1 13 1094.9298 58 0 1 2 1 0.6666667 0 0 7 1 36 40 20 9 3 6
2 154244 0 5 0 NA 4 7 6 0 0 5 0 1 1 NA 0 1179 0 NA 0 1 0 1 1 0 0 0 1094.9298 1 7 1094.9298 58 0 1 2 1 0.6666667 0 0 7 1 36 40 20 9 3 6
2 154245 0 1 0 NA 3 6 5 0 0 4 0 2 0 NA 0 932 0 5 0 1 1 0 0 0 0 0 3513.1278 0 86 3513.1278 58 0 0 4 2 0.25 0 0 14 0 86 80 60 0 3 1
2 154245 0 2 0 834.77956 3 6 5 0 0 4 1 2 9 NA 1 932 0 2 0 1 0 0 0 0 0 0 3513.1278 1 54 3513.1278 58 0 0 4 2 0.25 0 0 14 0 86 80 60 0 3 1
2 154245 0 3 0 3427.467 1 4 3 1 1 1 1 2 14 1 0 932 0 2 0 1 0 0 0 0 0 0 3513.1278 0 54 3513.1278 58 0 0 4 2 0.25 0 0 14 0 86 80 60 0 3 1
2 154245 0 4 0 7507.2639 1 4 3 1 1 1 1 2 12 1 0 932 0 6 0 1 0 0 0 0 0 0 3513.1278 0 30 3513.1278 58 0 0 4 2 0.25 0 0 14 0 86 80 60 0 3 1
2 154245 0 5 0 1601.5496 1 3 2 1 1 1 1 2 12 0 0 932 0 6 0 1 0 0 1 0 0 0 3513.1278 0 29 3513.1278 58 0 0 4 2 0.25 0 0 14 0 86 80 60 0 3 1
2 154246 0 1 0 4959.2889 1 1 3 1 1 NA 1 2 12 0 0 932 0 2 0 1 0 0 0 0 0 0 4425.2673 1 53 4425.2673 58 1 0 4 3 0.2 0 0 14 1 53 50 50 12 3 8
2 154246 0 2 1 12536.543 1 4 3 1 1 1 1 1 21 1 0 932 0 2 0 1 0 0 0 0 0 0 4425.2673 0 47 4425.2673 58 1 0 4 3 0.2 0 0 14 1 53 50 50 12 3 8
2 154246 0 3 0 NA 2 5 4 0 0 3 0 1 13 NA 0 932 0 6 0 1 0 0 0 0 0 0 4425.2673 1 25 4425.2673 58 1 0 4 3 0.2 0 0 14 1 53 50 50 12 3 8
2 154246 0 4 0 NA 3 6 5 0 0 4 0 1 12 NA 0 932 0 2 0 1 0 0 0 0 0 0 4425.2673 0 20 4425.2673 58 1 0 4 3 0.2 0 0 14 1 53 50 50 12 3 8
2 154246 0 5 0 3307.8336 1 4 2 1 1 NA 1 2 12 0 0 932 0 2 0 1 0 0 1 0 0 0 4425.2673 1 22 4425.2673 58 1 0 4 3 0.2 0 0 14 1 53 50 50 12 3 8
2 154247 0 1 0 NA 3 6 5 0 0 4 0 2 0 NA 0 932 0 2 0 1 1 1 1 1 0 0 2550.3176 1 78 2550.3176 58 1 0 2 1 2 0 0 6 1 78 33.33334 33.33334 0 2 1
2 154247 0 2 1 NA 3 6 5 0 0 4 0 2 0 NA 0 932 0 2 0 1 1 1 1 1 0 0 2550.3176 0 82 2550.3176 58 1 0 2 1 2 0 0 6 1 78 33.33334 33.33334 0 2 1
2 154247 0 3 0 3453.0883 1 3 3 1 1 NA 1 2 6 0 0 932 0 6 0 1 0 1 1 1 0 0 2550.3176 0 53 2550.3176 58 1 0 2 1 2 0 0 6 1 78 33.33334 33.33334 0 2 1
2 154248 0 1 0 3196.6108 1 3 3 1 1 NA 1 2 14 0 0 932 0 2 0 1 0 0 1 0 0 0 879.72033 1 45 879.72033 58 0 0 4 3 1.5 0 0 12 1 45 20 20 14 2 8
2 154248 0 2 1 NA 3 6 5 0 0 4 0 2 12 NA 0 932 0 2 0 1 0 0 1 0 0 0 879.72033 0 37 879.72033 58 0 0 4 3 1.5 0 0 12 1 45 20 20 14 2 8
2 154248 0 3 0 NA 4 7 6 0 0 5 0 1 5 NA 0 932 0 NA 0 1 0 0 1 0 0 0 879.72033 1 11 879.72033 58 0 0 4 3 1.5 0 0 12 1 45 20 20 14 2 8
2 154248 0 4 0 NA 4 7 6 0 0 5 0 1 2 NA 0 932 0 NA 0 1 0 0 1 0 0 0 879.72033 0 8 879.72033 58 0 0 4 3 1.5 0 0 12 1 45 20 20 14 2 8
2 154249 0 1 0 2094.9829 1 3 3 1 1 1 1 2 11 1 0 932 0 6 0 1 0 0 0 0 0 1 2705.7829 0 20 2705.7829 58 0 0 2 2 0 0 0 7 0 20 100 100 11 3 7
2 154249 0 2 0 3286.8193 1 3 3 1 1 NA 1 2 12 0 0 932 0 6 0 1 0 1 1 0 0 1 2705.7829 0 21 2705.7829 58 0 0 2 2 0 0 0 7 0 20 100 100 11 3 7
2 154250 0 1 0 0 1 3 3 1 1 NA 0 2 11 0 0 913 0 2 0 1 0 0 0 0 0 0 627.88777 1 46 627.88777 58 0 0 4 2 0.2 0 0 13 1 46 16.66667 66.66667 11 2 7
2 154250 0 2 1 0 1 3 3 1 1 NA 0 2 9 0 0 913 0 2 0 1 0 1 1 0 0 0 627.88777 0 46 627.88777 58 0 0 4 2 0.2 0 0 13 1 46 16.66667 66.66667 11 2 7
2 154250 0 3 0 3202.6043 1 3 3 1 1 NA 1 2 9 0 0 913 0 6 0 1 0 1 1 0 0 0 627.88777 1 21 627.88777 58 0 0 4 2 0.2 0 0 13 1 46 16.66667 66.66667 11 2 7
2 154250 0 4 0 0 1 3 3 1 1 NA 0 1 11 0 0 913 0 6 0 1 0 1 1 0 0 0 627.88777 0 18 627.88777 58 0 0 4 2 0.2 0 0 13 1 46 16.66667 66.66667 11 2 7
2 154250 0 5 0 NA 3 6 5 0 0 4 0 1 9 NA 0 913 0 6 0 1 0 0 1 0 0 0 627.88777 0 16 627.88777 58 0 0 4 2 0.2 0 0 13 1 46 16.66667 66.66667 11 2 7
2 154250 0 6 0 NA 4 7 6 0 0 5 0 1 8 NA 0 913 0 6 0 1 0 1 1 0 0 0 627.88777 0 14 627.88777 58 0 0 4 2 0.2 0 0 13 1 46 16.66667 66.66667 11 2 7
2 154251 0 1 0 4003.8741 1 3 3 1 1 NA 1 2 6 0 0 913 1 2 1 1 0 0 1 0 0 1 1644.7559 1 40 1644.7559 58 0 1 2 1 1.5 0 0 5 1 40 40 40 6 2 4
2 154251 0 2 1 2202.1307 1 3 3 1 1 NA 1 2 2 0 0 913 0 2 1 1 1 0 1 0 0 1 1644.7559 0 31 1644.7559 58 0 1 2 1 1.5 0 0 5 1 40 40 40 6 2 4
2 154251 0 3 0 NA 4 7 6 0 0 5 0 1 8 NA 0 913 0 6 1 1 0 0 1 0 0 1 1644.7559 0 14 1644.7559 58 0 1 2 1 1.5 0 0 5 1 40 40 40 6 2 4
2 154251 0 4 0 NA 4 7 6 0 0 5 0 1 3 NA 0 913 0 NA 1 1 0 0 1 0 0 1 1644.7559 0 9 1644.7559 58 0 1 2 1 1.5 0 0 5 1 40 40 40 6 2 4
2 154252 0 1 0 0 3 6 5 0 0 4 1 2 0 NA 1 913 0 5 0 1 1 0 0 0 0 0 1961.4375 0 71 1961.4375 58 0 0 4 2 0.25 0 0 12 0 71 40 20 0 3 1
2 154252 0 2 0 7601.1656 1 3 2 1 1 1 1 2 8 1 0 913 0 3 0 1 0 0 0 0 0 0 1961.4375 1 50 1961.4375 58 0 0 4 2 0.25 0 0 12 0 71 40 20 0 3 1
2 154252 0 3 0 NA 3 6 5 0 0 4 0 2 9 NA 0 913 0 3 0 1 0 0 0 0 0 0 1961.4375 0 52 1961.4375 58 0 0 4 2 0.25 0 0 12 0 71 40 20 0 3 1
2 154252 0 4 0 NA 3 6 5 0 0 4 0 2 7 NA 0 913 0 6 0 1 0 1 1 0 0 0 1961.4375 1 30 1961.4375 58 0 0 4 2 0.25 0 0 12 0 71 40 20 0 3 1
2 154252 0 5 0 NA 3 6 5 0 0 4 0 2 6 NA 0 913 0 6 0 1 1 1 1 0 0 0 1961.4375 1 21 1961.4375 58 0 0 4 2 0.25 0 0 12 0 71 40 20 0 3 1
2 154253 0 1 0 2378.5523 1 3 3 1 1 NA 1 2 5 0 0 913 0 6 0 1 1 1 1 0 0 1 1287.3316 0 47 1287.3316 58 1 0 4 0 0.5 0 0 7 0 47 33.33334 33.33334 5 3 3
2 154253 0 2 0 NA 2 5 4 0 0 3 0 2 0 NA 0 913 0 6 0 1 1 1 1 0 0 1 1287.3316 1 45 1287.3316 58 1 0 4 0 0.5 0 0 7 0 47 33.33334 33.33334 5 3 3
2 154253 0 3 0 NA 4 7 6 0 0 5 0 1 5 NA 0 913 0 6 0 1 0 1 1 0 0 1 1287.3316 1 12 1287.3316 58 1 0 4 0 0.5 0 0 7 0 47 33.33334 33.33334 5 3 3
2 154254 0 1 0 4291.8913 1 2 3 1 1 1 1 1 11 1 0 913 0 1 0 1 0 0 0 0 0 0 1926.6503 1 22 1926.6503 58 0 0 3 1 1 0 0 7 1 22 25 25 11 2 7
2 154254 0 2 1 NA 3 6 5 0 0 4 0 1 11 NA 0 913 0 1 0 1 0 0 0 0 0 0 1926.6503 0 23 1926.6503 58 0 0 3 1 1 0 0 7 1 22 25 25 11 2 7
2 154254 0 3 0 NA 4 7 6 0 0 5 0 1 0 NA 0 913 0 NA 0 1 0 0 0 0 0 0 1926.6503 1 5 1926.6503 58 0 0 3 1 1 0 0 7 1 22 25 25 11 2 7
2 154254 0 4 0 NA 4 7 6 0 0 5 0 2 0 NA 0 913 0 NA 0 1 1 0 0 0 0 0 1926.6503 1 3 1926.6503 58 0 0 3 1 1 0 0 7 1 22 25 25 11 2 7
2 154255 0 1 0 4003.8741 1 4 3 1 1 NA 1 2 15 0 0 935 0 2 0 1 0 1 1 0 0 0 1588.962 1 47 1588.962 58 1 0 4 1 2 0 0 12 1 47 33.33334 16.66667 15 3 8
2 154255 0 2 1 NA 3 6 5 0 0 4 0 2 16 NA 0 935 0 2 0 1 0 1 1 0 0 0 1588.962 0 41 1588.962 58 1 0 4 1 2 0 0 12 1 47 33.33334 16.66667 15 3 8
2 154255 0 3 0 0 3 6 5 0 0 4 1 2 0 NA 1 935 0 5 0 1 1 0 0 0 0 0 1588.962 0 91 1588.962 58 1 0 4 1 2 0 0 12 1 47 33.33334 16.66667 15 3 8
2 154255 0 4 0 NA 4 7 6 0 0 5 0 1 6 NA 0 935 0 6 0 1 0 1 1 0 0 0 1588.962 0 14 1588.962 58 1 0 4 1 2 0 0 12 1 47 33.33334 16.66667 15 3 8
2 154255 0 5 0 NA 4 7 6 0 0 5 0 1 6 NA 0 935 0 NA 0 1 0 1 1 0 0 0 1588.962 1 11 1588.962 58 1 0 4 1 2 0 0 12 1 47 33.33334 16.66667 15 3 8
2 154255 0 6 0 NA 4 7 6 0 0 5 0 1 1 NA 0 935 0 NA 0 1 0 1 1 0 0 0 1588.962 1 7 1588.962 58 1 0 4 1 2 0 0 12 1 47 33.33334 16.66667 15 3 8
2 154256 0 1 0 0 2 5 4 0 0 3 1 2 5 NA 0 935 0 2 0 1 1 0 1 0 0 0 873.75002 1 78 873.75002 58 1 0 4 2 1 0 0 12 1 78 75 50 5 2 3
2 154256 0 2 1 NA 3 6 5 0 0 4 0 2 4 NA 0 935 0 2 0 1 1 0 1 0 0 0 873.75002 0 72 873.75002 58 1 0 4 2 1 0 0 12 1 78 75 50 5 2 3
2 154256 0 3 0 2005.1549 1 3 3 1 1 NA 1 2 12 0 0 935 0 6 0 1 0 1 1 0 0 0 873.75002 1 45 873.75002 58 1 0 4 2 1 0 0 12 1 78 75 50 5 2 3
2 154256 0 4 0 1203.7117 1 3 3 1 1 NA 1 2 12 0 0 935 0 6 0 1 0 1 1 0 0 0 873.75002 0 50 873.75002 58 1 0 4 2 1 0 0 12 1 78 75 50 5 2 3
2 154257 0 1 0 6424.4111 1 4 2 1 1 NA 1 2 20 0 0 935 0 6 0 1 0 1 1 0 0 0 6424.4111 1 46 6424.4111 58 0 0 4 2 0 0 0 12 1 46 100 100 NA 1 11
2 154258 0 1 0 0 3 6 5 0 0 4 1 2 3 NA 1 935 0 5 0 1 1 0 0 0 0 0 1590.1436 0 84 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 2 0 NA 3 6 5 0 0 4 0 2 6 NA 0 935 0 6 0 1 0 1 1 0 0 0 1590.1436 0 50 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 3 0 3661.8965 1 3 3 1 1 1 1 2 6 1 0 935 0 2 0 1 0 0 0 0 0 0 1590.1436 1 48 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 4 0 0 3 6 5 0 0 4 1 2 6 NA 1 935 0 2 0 1 0 0 0 0 0 0 1590.1436 1 46 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 5 0 141.83439 1 3 3 1 1 NA 1 2 6 0 0 935 0 2 0 1 0 0 0 0 0 0 1590.1436 0 46 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 6 0 NA 3 6 5 0 0 4 0 2 6 NA 0 935 0 2 0 1 0 0 0 0 0 0 1590.1436 0 44 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 7 0 NA 2 5 4 0 0 3 0 2 9 NA 0 935 0 6 0 1 0 1 1 0 0 0 1590.1436 1 44 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 8 0 5471.7907 1 3 3 1 1 1 1 2 12 1 0 935 0 6 0 1 0 0 0 0 0 0 1590.1436 1 41 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 9 0 1202.3714 1 1 2 1 1 NA 1 2 9 0 0 935 0 6 0 1 0 1 1 0 0 0 1590.1436 1 30 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 10 0 NA 3 6 5 0 0 4 0 2 9 NA 0 935 0 6 0 1 0 0 0 0 0 0 1590.1436 1 30 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154258 0 11 0 NA 3 6 5 0 0 4 0 1 10 NA 0 935 0 6 0 1 0 1 1 0 0 0 1590.1436 0 18 1590.1436 58 0 0 2 2 0.1 0 0 11 0 84 54.54546 36.36364 3 3 3
2 154259 0 1 0 6005.8111 1 3 3 1 1 NA 1 2 3 0 0 935 0 2 0 1 1 1 1 0 0 0 2013.0086 1 63 2013.0086 58 0 0 4 0 0 0 0 10 1 63 33.33334 33.33334 3 2 3
2 154259 0 2 1 NA 3 6 5 0 0 4 0 2 9 NA 0 935 0 2 0 1 0 1 1 0 0 0 2013.0086 0 63 2013.0086 58 0 0 4 0 0 0 0 10 1 63 33.33334 33.33334 3 2 3
2 154259 0 3 0 NA 2 5 4 0 0 3 0 2 17 NA 0 935 0 6 0 1 0 1 1 0 0 0 2013.0086 0 23 2013.0086 58 0 0 4 0 0 0 0 10 1 63 33.33334 33.33334 3 2 3
2 154260 0 1 0 0 3 6 5 0 0 4 1 2 9 NA 1 814 0 2 0 1 0 0 0 0 0 0 2807.4107 1 68 2807.4107 58 0 0 4 3 1 0 0 13 1 68 75 50 9 3 6
2 154260 0 2 1 NA 3 6 5 0 0 4 0 2 3 NA 0 814 0 2 0 1 1 0 0 0 0 0 2807.4107 0 67 2807.4107 58 0 0 4 3 1 0 0 13 1 68 75 50 9 3 6
2 154260 0 3 0 3421.8664 1 3 3 1 1 1 1 2 9 1 0 814 0 4 0 1 0 0 0 0 0 0 2807.4107 0 41 2807.4107 58 0 0 4 3 1 0 0 13 1 68 75 50 9 3 6
2 154260 0 4 0 5171.5617 1 4 3 1 1 NA 1 1 12 0 0 814 0 6 0 1 0 0 0 0 0 0 2807.4107 1 20 2807.4107 58 0 0 4 3 1 0 0 13 1 68 75 50 9 3 6
2 154262 0 1 0 267.49149 1 3 3 1 1 NA 1 2 9 0 0 814 0 3 0 1 0 0 0 0 0 0 4250.1683 0 61 4250.1683 58 0 0 4 4 0 0 0 15 0 61 100 100 9 2 6
2 154262 0 2 0 4071.8039 1 3 3 1 1 1 1 2 12 1 0 814 0 3 0 1 0 0 0 0 0 0 4250.1683 1 33 4250.1683 58 0 0 4 4 0 0 0 15 0 61 100 100 9 2 6
2 154262 0 3 0 8341.0815 1 4 3 1 1 NA 1 2 17 0 0 814 0 6 0 1 0 1 1 0 0 0 4250.1683 1 26 4250.1683 58 0 0 4 4 0 0 0 15 0 61 100 100 9 2 6
2 154263 0 1 0 0 3 6 5 0 0 4 1 2 0 NA 1 814 0 5 0 1 1 0 0 0 0 0 1088.5742 1 94 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154263 0 2 0 0 1 3 3 1 1 NA 0 2 12 0 1 814 0 6 0 1 0 0 0 0 0 0 1088.5742 0 53 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154263 0 3 0 0 3 6 5 0 0 4 0 2 12 NA 0 814 0 6 0 1 0 0 1 0 0 0 1088.5742 0 21 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154263 0 4 0 0 1 3 3 1 1 NA 0 2 11 0 0 814 0 1 0 1 0 0 1 0 0 0 1088.5742 1 25 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154263 0 5 0 6038.2628 1 3 3 1 1 NA 1 2 8 0 0 814 0 1 0 1 1 0 1 0 0 0 1088.5742 0 23 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154263 0 6 0 0 4 7 6 0 0 5 1 1 6 NA 0 814 0 6 0 1 0 0 1 0 0 0 1088.5742 0 12 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154263 0 7 0 NA 4 7 6 0 0 5 0 1 5 NA 0 814 0 NA 0 1 0 0 1 0 0 0 1088.5742 0 11 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154263 0 8 0 0 4 7 6 0 0 5 1 1 0 NA 0 814 0 NA 0 1 0 0 1 0 0 0 1088.5742 1 5 1088.5742 58 0 1 3 2 1.25 0 0 13 1 94 44.44445 33.33334 0 3 1
2 154264 0 1 0 6034.9503 1 3 3 1 1 NA 1 2 6 0 0 814 0 1 0 1 0 1 1 0 0 1 922.87406 1 54 922.87406 58 0 0 4 1 0.6 0 0 10 1 54 12.5 12.5 6 3 4
2 154264 0 2 1 NA 3 6 5 0 0 4 0 2 6 NA 0 814 0 1 0 1 0 1 1 0 0 1 922.87406 0 51 922.87406 58 0 0 4 1 0.6 0 0 10 1 54 12.5 12.5 6 3 4
2 154264 0 3 0 NA 3 6 5 0 0 4 0 2 9 NA 0 814 0 3 0 1 0 1 1 0 0 1 922.87406 0 29 922.87406 58 0 0 4 1 0.6 0 0 10 1 54 12.5 12.5 6 3 4
2 154264 0 4 0 NA 3 6 5 0 0 4 0 2 9 NA 0 814 0 6 0 1 0 1 1 0 0 1 922.87406 0 17 922.87406 58 0 0 4 1 0.6 0 0 10 1 54 12.5 12.5 6 3 4
2 154264 0 5 0 NA 3 6 5 0 0 4 0 1 10 NA 0 814 0 6 0 1 0 1 1 0 0 1 922.87406 0 16 922.87406 58 0 0 4 1 0.6 0 0 10 1 54 12.5 12.5 6 3 4
2 154264 0 6 0 NA 4 7 6 0 0 5 0 1 4 NA 0 814 0 NA 0 1 0 1 1 0 0 1 922.87406 0 11 922.87406 58 0 0 4 1 0.6 0 0 10 1 54 12.5 12.5 6 3 4
2 154265 0 1 0 0 3 6 5 0 0 4 1 2 6 NA 0 1040 0 5 0 1 0 1 1 0 0 0 4459.9644 0 72 4459.9644 58 1 0 3 2 0 0 0 12 0 72 100 0 NA 1 4
2 154266 0 1 0 14110.255 1 4 3 1 1 1 1 2 17 1 0 1040 0 2 0 1 0 0 0 0 0 0 5631.8393 1 38 5631.8393 58 0 1 4 4 1.5 0 0 15 1 38 60 40 17 2 10
2 154266 0 2 1 9263.4535 1 4 3 1 1 1 1 2 17 1 0 1040 0 2 0 1 0 0 0 0 0 0 5631.8393 0 38 5631.8393 58 0 1 4 4 1.5 0 0 15 1 38 60 40 17 2 10
2 154266 0 3 0 NA 4 7 6 0 0 5 0 1 6 NA 0 1040 0 6 0 1 0 0 0 0 0 0 5631.8393 1 12 5631.8393 58 0 1 4 4 1.5 0 0 15 1 38 60 40 17 2 10
2 154266 0 4 0 NA 4 7 6 0 0 5 0 1 2 NA 0 1040 0 NA 0 1 0 0 0 0 0 0 5631.8393 1 9 5631.8393 58 0 1 4 4 1.5 0 0 15 1 38 60 40 17 2 10
2 154266 0 5 0 0 4 7 6 0 0 5 1 1 1 NA 0 1040 0 NA 0 1 0 0 0 0 0 0 5631.8393 0 7 5631.8393 58 0 1 4 4 1.5 0 0 15 1 38 60 40 17 2 10
2 154267 0 1 0 8303.6662 1 4 3 1 1 1 1 2 6 1 0 1040 0 2 0 1 0 0 0 0 0 0 1883.3058 1 47 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 2 1 NA 3 6 5 0 0 4 0 2 1 NA 0 1040 0 2 0 1 1 0 0 0 0 0 1883.3058 0 52 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 3 0 3002.9056 1 3 3 1 1 NA 1 2 9 0 0 1040 0 3 0 1 0 1 1 0 0 0 1883.3058 0 32 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 4 0 3620.2254 1 3 3 1 1 NA 1 2 9 0 0 1040 0 6 0 1 0 1 1 0 0 0 1883.3058 1 30 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 5 0 2921.5891 1 3 3 1 1 1 1 2 9 1 0 1040 0 6 0 1 0 0 0 0 0 0 1883.3058 1 24 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 6 0 0 2 5 4 0 0 3 0 2 12 NA 0 1040 0 6 0 1 0 1 1 0 0 0 1883.3058 1 22 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 7 0 545.93598 1 3 3 1 1 NA 1 1 10 0 0 1040 0 6 0 1 0 0 0 0 0 0 1883.3058 0 20 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 8 0 NA 3 6 5 0 0 4 0 1 10 NA 0 1040 0 6 0 1 0 0 0 0 0 0 1883.3058 0 17 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 9 0 NA 3 6 5 0 0 4 0 2 0 NA 0 1040 0 5 0 1 1 1 1 0 0 0 1883.3058 0 97 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 10 0 NA 4 7 6 0 0 5 0 1 6 NA 0 1040 0 6 0 1 0 1 1 0 0 0 1883.3058 1 14 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154267 0 11 0 NA 4 7 6 0 0 5 0 1 7 NA 0 1040 0 6 0 1 0 1 1 0 0 0 1883.3058 1 13 1883.3058 58 0 0 4 3 0.375 0 0 13 1 47 45.45455 45.45455 6 3 4
2 154268 0 1 0 0 1 3 3 1 1 NA 0 2 9 0 0 1040 0 2 0 1 0 1 1 0 0 0 765.94213 1 29 765.94213 58 0 0 4 4 0.3333333 0 0 15 1 29 25 50 9 3 6
2 154268 0 2 1 NA 3 6 5 0 0 4 0 2 12 NA 0 1040 0 2 0 1 0 1 1 0 0 0 765.94213 0 23 765.94213 58 0 0 4 4 0.3333333 0 0 15 1 29 25 50 9 3 6
2 154268 0 3 0 2602.5181 1 3 3 1 1 NA 1 2 8 0 0 1040 0 6 0 1 1 0 0 0 0 0 765.94213 1 17 765.94213 58 0 0 4 4 0.3333333 0 0 15 1 29 25 50 9 3 6
2 154269 0 1 0 8304.9411 1 2 3 1 1 1 1 2 12 1 0 1040 0 2 0 1 0 0 0 0 0 0 4882.0142 1 59 4882.0142 58 0 0 4 4 0 0 0 15 1 59 66.66667 66.66667 12 2 8
2 154269 0 2 1 NA 3 6 5 0 0 4 0 2 9 NA 0 1040 0 2 0 1 0 0 0 0 0 0 4882.0142 0 55 4882.0142 58 0 0 4 4 0 0 0 15 1 59 66.66667 66.66667 12 2 8
2 154269 0 3 0 6260.548 1 4 3 1 1 1 1 2 15 1 0 1040 0 6 0 1 0 0 0 0 0 0 4882.0142 0 27 4882.0142 58 0 0 4 4 0 0 0 15 1 59 66.66667 66.66667 12 2 8
2 154270 0 1 0 12011.622 1 1 2 1 1 NA 1 2 12 0 0 1973 0 1 0 1 0 1 1 0 0 0 5144.4106 1 39 5144.4106 58 1 0 2 1 1 0 0 8 1 39 75 50 12 2 8
